1	1964.10714524
2	3332.26673066
4	6798.7493917
8	13759.8080064
12	20373.0567185
24	39198.7574742
36	55722.3610972
48	72963.706049
60	87257.4334638
72	104209.189794
84	115336.736802
96	107801.88214
108	100682.261858
120	89156.5582511
132	81501.9057011
144	82038.4049235
156	85260.9738227
168	91506.7461772
180	94510.2572474
192	108482.193424


1	61.4350689023
2	86.2224178286
4	69.0290824231
8	55.5706284762
12	55.1367128703
24	69.1780262836
36	72.5788024916
48	82.6026503739
60	82.2758896735
72	89.8425532759
84	90.9250081044
96	90.2823588036
108	90.8790110712
120	92.0905580827
132	90.307959462
144	89.4373629942
156	91.5686671255
168	91.8246165115
180	93.4652571916
192	94.0082486004


1	108.953906727
2	321.483585732
4	241.111525111
8	218.503517374
12	225.487886284
24	278.497673659
36	295.06447395
48	335.84618842
60	345.687065934
72	369.853016892
84	392.592631116
96	532.952164508
108	670.63720527
120	889.486097458
132	1089.71277392
144	1159.84411789
156	1125.86258216
168	1058.3531567
180	1066.36963824
192	924.838237146


1	97609.1236169
2	57254.0860624
4	27973.7414939
8	13724.9762601
12	9192.8443345
24	4611.71537017
36	3139.64630544
48	2280.80881533
60	1838.85964135
72	1452.73496287
84	1250.30987312
96	1230.07318169
108	1219.02152694
120	1248.62357545
132	1254.77047749
144	1170.99131282
156	1116.59712365
168	1032.07490431
180	957.585328112
192	837.512399004


