1	6.39178442642
2	12.0981970326
4	22.973102326
8	44.0006893441
12	63.4218185149
24	104.426524337
36	135.11484762
48	158.669293525
60	173.133524421
72	189.915487608
84	193.968652511
96	196.528005241
108	181.762184378
120	172.32383478
132	181.447954678
144	169.50349601
156	176.048589411
168	163.791966004
180	171.056320293
192	169.421332028


1	505.65
2	519.6
4	531.18
8	527.19
12	532.54
24	567.89
36	595.22
48	624.3
60	664.35
72	682.23
84	693.42
96	700.04
108	707.96
120	715.99
132	718.68
144	728.11
156	730.94
168	738.86
180	744.9
192	753.43


1	66.11
2	79.52
4	87.41
8	95.57
12	99.21
24	109.05
36	117.76
48	124.38
60	136.22
72	145.05
84	204.57
96	308.44
108	544.8
120	792.47
132	763.82
144	987.97
156	936.21
168	1047.36
180	1052.46
192	1035.55


1	107582.82
2	56541.7
4	29473.97
8	15089.98
12	10270.42
24	5945.22
36	4406.0
48	3610.98
60	3195.74
72	2816.38
84	2670.25
96	2514.13
108	2557.05
120	2512.2
132	2338.14
144	2375.49
156	2273.31
168	2448.56
180	2259.57
192	2307.84


