1	1505.50322327
2	3393.38918995
4	6544.73821047
8	12649.3783541
12	19123.5742332
24	37191.7497733
36	50573.8797712
48	65996.9204517
60	74678.3762165
72	84918.0699288
84	86259.1807627
96	65004.031855
108	65660.1384715
120	56207.4410671
132	52094.7660825
144	56332.1520404
156	52646.6160405
168	107988.555136
180	105712.79203
192	124185.064286


1	107.603064252
2	165.586328816
4	96.1548255666
8	77.6823876003
12	62.1890980838
24	98.4215979036
36	103.851563046
48	78.295200783
60	85.8679401067
72	82.9056609696
84	84.6127100637
96	98.4398483522
108	112.874514636
120	120.697728175
132	126.184256123
144	129.805935574
156	130.160654207
168	96.2229500187
180	96.7277982488
192	88.1960709002


1	534.472833547
2	340.601060695
4	388.489941431
8	486.015589179
12	459.237207486
24	467.157549838
36	487.478894236
48	544.95560545
60	581.491977774
72	624.566442237
84	699.014873479
96	1069.93104495
108	1178.65675065
120	1570.26772326
132	1882.29111122
144	1888.89690379
156	2078.86315987
168	1023.16617798
180	1068.1069789
192	901.766067177


1	126934.862507
2	56108.2302102
4	28889.4321365
8	14649.7704839
12	9559.65656559
24	4641.35535377
36	3254.09033333
48	2337.25112337
60	1956.84288041
72	1608.25211482
84	1497.80181572
96	1845.39346208
108	1694.59943857
120	1792.23442529
132	1751.95100961
144	1466.42748097
156	1520.56543398
168	723.572155183
180	722.749554129
192	626.663633994


