1	3.84744454871
2	7.10068975311
4	12.6521331145
8	20.7929026892
12	28.9736098703
24	46.8155052954
36	51.473794834
48	55.3979108832
60	55.6574223811
72	56.4335855079
84	56.7085417241
96	56.6951454782
108	55.8466822417
120	54.3462672417
132	52.8155066327
144	52.1405884065
156	50.3396528242
168	49.1574951525
180	48.4367705052
192	48.1539642751


1	901.05
2	972.06
4	1079.05
8	1298.56
12	1362.81
24	1446.85
36	1464.92
48	1512.96
60	1509.59
72	1535.43
84	1543.16
96	1558.93
108	1553.52
120	1557.69
132	1572.58
144	1584.3
156	1598.16
168	1626.9
180	1627.12
192	1680.32


1	36.1
2	46.39
4	50.02
8	59.31
12	77.39
24	162.63
36	376.23
48	508.38
60	725.97
72	932.51
84	1013.66
96	1047.38
108	1052.01
120	1058.7
132	1045.05
144	1006.54
156	881.38
168	782.13
180	735.96
192	727.97


1	178717.11
2	96332.5
4	53508.44
8	31890.4
12	22422.3
24	13162.9
36	11600.34
48	10471.33
60	10204.71
72	9804.35
84	9659.59
96	9615.41
108	9804.64
120	10138.24
132	10509.87
144	10709.51
156	11299.65
168	11705.06
180	11964.75
192	12006.81


