1	3.70185658391
2	6.56969073181
4	11.8502133038
8	19.7379242283
12	27.3533367272
24	44.3718608449
36	48.0065288879
48	44.1992748863
60	41.0672464753
72	40.5173616895
84	35.4362099005
96	36.6404755119
108	35.4254000118
120	34.5459605216
132	30.5426409204
144	31.8375577056
156	36.7203804231
168	26.2637611165
180	26.27353671
192	29.8129239025


1	926.4
2	1035.84
4	1150.85
8	1366.38
12	1438.4
24	1536.23
36	1541.48
48	1580.88
60	1600.54
72	1610.37
84	1666.84
96	1692.21
108	1685.48
120	1747.6
132	1738.05
144	1811.26
156	1838.78
168	1897.59
180	1779.37
192	1791.33


1	39.73
2	52.73
4	54.68
8	65.14
12	86.16
24	154.56
36	212.18
48	241.74
60	421.49
72	466.13
84	491.59
96	515.53
108	740.66
120	609.36
132	614.92
144	825.1
156	1230.34
168	620.89
180	559.3
192	574.01


1	185761.41
2	104139.62
4	57130.29
8	33593.61
12	23750.9
24	13894.12
36	12676.11
48	13835.64
60	14834.39
72	15013.17
84	17384.79
96	16699.22
108	17134.62
120	17706.57
132	20338.45
144	19168.1
156	15838.23
168	23881.47
180	24239.72
192	20942.55


