1	1348.74232495
2	2960.07413185
4	5964.94736772
8	11188.2858019
12	16773.1054344
24	31375.671604
36	40162.3116918
48	52184.1777256
60	55588.4136791
72	60529.6516975
84	40333.3488803
96	34314.9115327
108	36160.3133785
120	34151.3368735
132	34459.0696838
144	33044.703531
156	35022.0129347
168	32758.2898603
180	32681.3235118
192	33030.1516907


1	87.4894963175
2	55.1776946984
4	43.1400599043
8	45.5219834238
12	43.9966614999
24	48.2069520841
36	77.7408031335
48	87.1615528653
60	104.251219661
72	111.935820233
84	112.284933136
96	117.897605939
108	117.743944229
120	116.958722058
132	116.585444121
144	119.919113066
156	120.231943813
168	122.071514138
180	118.953244059
192	120.578113691


1	304.483218823
2	224.31422008
4	221.400151996
8	270.450631886
12	274.710862048
24	325.402238043
36	434.180061907
48	488.048495748
60	592.955039488
72	689.672637825
84	1262.75533382
96	1773.12330618
108	1868.09583115
120	2262.73669753
132	2422.64204924
144	2786.44599507
156	2690.44173163
168	2816.4717224
180	2825.06312449
192	2831.21684908


1	142024.121398
2	64646.6375388
4	31986.5662301
8	16917.792303
12	11197.6074083
24	5819.27385755
36	4349.68424023
48	3188.970947
60	2851.67551313
72	2466.25464243
84	3516.66432636
96	3855.94865543
108	3490.16558951
120	3427.9538174
132	3228.14675345
144	3117.27194098
156	2876.89443285
168	3155.83948064
180	3182.26930265
192	3142.59102831


