1	5.36290478758
2	10.2920071129
4	18.588128382
8	31.2926470972
12	44.0991643208
24	78.6720163638
36	116.019001334
48	149.522773149
60	177.660214969
72	215.503049967
84	246.653055072
96	274.964483754
108	301.245146606
120	317.833084658
132	351.188676116
144	361.185410517
156	373.293349468
168	397.389591925
180	403.053353068
192	415.086072709


1	651.9
2	679.82
4	751.1
8	891.32
12	939.72
24	1042.89
36	1032.54
48	1067.16
60	1099.49
72	1090.8
84	1072.2
96	1096.7
108	1085.39
120	1108.12
132	1102.93
144	1101.42
156	1102.04
168	1095.67
180	1101.95
192	1104.41


1	20.93
2	20.16
4	25.28
8	24.71
12	25.81
24	28.84
36	29.37
48	32.19
60	33.47
72	33.81
84	33.77
96	35.17
108	36.63
120	40.38
132	40.43
144	43.08
156	42.66
168	43.07
180	45.05
192	48.77


1	257098.02
2	133618.13
4	73597.83
8	43260.92
12	30382.13
24	16500.04
36	10853.42
48	8146.12
60	6648.24
72	5290.27
84	4498.76
96	3895.73
108	3467.51
120	3201.02
132	2793.25
144	2682.96
156	2558.63
168	2340.12
180	2282.92
192	2177.29


