192     728.008
180     1310.043
168     1359.516
156     1214.165
144     858.369
132     944.881
120     1041.968
108     691.908
96      1169.970
84      1011.804
72      938.477
60      853.687
48      707.547
36      601.604
24      449.045
12      280.833
4       116.723
2       62.822
1       30.577
