1	1752.11823448
2	3776.47411753
4	7326.18145936
8	14413.5783951
12	21616.3656606
24	43143.4876233
36	61627.4279772
48	80963.9317162
60	96895.1911221
72	114260.653968
84	130206.679597
96	144983.705106
108	156210.938802
120	168012.51466
132	173537.953048
144	186099.361665
156	187699.714147
168	186676.617976
180	188586.874696
192	192460.148813


1	46.7983106951
2	22.2422284595
4	14.2881844905
8	13.2742544217
12	11.5347012543
24	10.7394290023
36	29.8849057971
48	30.8983236857
60	32.2472583296
72	36.6087553023
84	36.947023149
96	35.8410746898
108	36.8260642528
120	38.841644049
132	43.3371527575
144	47.0829684254
156	49.0958099584
168	46.3241929588
180	45.1494460441
192	47.071348743


1	54.407792109
2	49.2506487317
4	47.4149306978
8	54.5770739288
12	54.0342155015
24	57.7920352068
36	91.936916133
48	99.1825487453
60	123.080246009
72	139.190267531
84	158.179122936
96	161.383666822
108	184.049262967
120	190.214190269
132	210.902868869
144	239.779415398
156	263.93524039
168	268.028489182
180	291.968301775
192	336.352475797


1	219068.219001
2	101617.857332
4	52359.1885767
8	26577.8324576
12	17702.1271346
24	8833.96070142
36	6115.50305176
48	4619.81395142
60	3815.56329178
72	3193.60058425
84	2764.5873686
96	2461.51462901
108	2247.88309858
120	2067.4439755
132	1972.14380286
144	1791.02179709
156	1750.21060079
168	1759.49829796
180	1715.92269522
192	1630.91493896


