1	27236.6922621
2	52271.4973141
4	97381.4026583
8	178406.222737
12	271676.211278
24	518431.862226
36	671731.752797
48	797208.8439
60	702669.434762
72	622791.18552
84	660187.880039
96	663850.334337
108	671400.310396
120	660174.828668
132	639623.127138
144	634341.365622
156	661984.324641
168	665014.186518
180	615881.444191
192	687133.201934


1	1.66512624151e-05
2	1.64734563147e-05
4	1.65276710275e-05
8	1.78429447578e-05
12	1.73439194317e-05
24	1.7845212436e-05
36	1.80653302301e-05
48	1.94129290993e-05
60	2.10337356421e-05
72	2.33897568177e-05
84	2.48581232778e-05
96	2.59350815343e-05
108	2.81721859561e-05
120	2.94471721928e-05
132	3.11305967209e-05
144	3.23510867779e-05
156	3.71647106054e-05
168	3.73356423892e-05
180	3.89536614906e-05
192	3.75793579152e-05


1	2.01722342033e-05
2	2.19688585374e-05
4	2.26887929125e-05
8	2.57304222208e-05
12	2.53124160501e-05
24	2.65764180887e-05
36	3.29284314709e-05
48	3.7692274792e-05
60	5.85361199113e-05
72	8.14171835906e-05
84	9.22699317186e-05
96	0.000103646020398
108	0.000115605468362
120	0.000133286563286
132	0.0001510785727
144	0.000172209794887
156	0.000171058663127
168	0.00018481672552
180	0.000217272512801
192	0.000206936971745


1	0.00936661629721
2	0.00486373697551
4	0.00259452296095
8	0.0013974422624
12	0.000905374163933
24	0.000455300838656
36	0.000337401915627
48	0.000271857860503
60	0.000293890874028
72	0.000316573311875
84	0.000282620549187
96	0.000268303841053
108	0.000251266890216
120	0.000239850844307
132	0.00023375052072
144	0.000215642063342
156	0.000196778018964
168	0.000182151892296
180	0.00018093104311
192	0.000149474345419


