1	3.67791290702
2	7.28078761943
4	14.4346431435
8	26.4665014961
12	35.766800461
24	44.9955566888
36	40.3769864636
48	36.3991899158
60	34.2667859658
72	31.1157592677
84	25.3472931203
96	32.1422831735
108	27.3737197083
120	26.059197811
132	26.9842816559
144	25.5158091701
156	24.1867214899
168	22.6593233674
180	23.9423786753
192	23.9653301557


1	928.19
2	932.96
4	935.18
8	970.03
12	1022.17
24	1199.47
36	1341.18
48	1420.44
60	1568.6
72	1546.91
84	1621.26
96	1653.69
108	1623.35
120	1653.85
132	1695.45
144	1727.51
156	1735.41
168	1803.64
180	1787.02
192	1729.36


1	38.78
2	52.48
4	58.0
8	78.7
12	94.33
24	198.47
36	208.42
48	330.51
60	389.27
72	424.83
84	429.11
96	553.75
108	533.48
120	542.87
132	609.05
144	608.35
156	614.47
168	678.28
180	630.73
192	552.4


1	186981.57
2	93963.29
4	46898.9
8	25074.01
12	18216.1
24	13974.15
36	15647.38
48	17321.66
60	18321.1
72	20347.21
84	25746.39
96	19567.83
108	23650.02
120	24410.89
132	23519.99
144	25003.81
156	26557.42
168	28115.85
180	26654.2
192	26664.04


