1	5.9477293717
2	11.8722153884
4	22.9351953314
8	43.4470398687
12	62.724982315
24	103.457491903
36	130.535521979
48	155.694527337
60	166.015670035
72	188.85444044
84	201.860480764
96	215.33161068
108	224.685440383
120	233.340463181
132	247.023707414
144	250.206768093
156	259.963460691
168	264.799340944
180	251.217708057
192	271.302932333


1	537.24
2	524.0
4	527.47
8	533.12
12	532.36
24	570.17
36	604.88
48	634.61
60	663.47
72	686.09
84	697.88
96	701.53
108	710.72
120	714.19
132	718.07
144	722.89
156	727.23
168	732.89
180	745.52
192	753.7


1	78.34
2	84.67
4	91.81
8	100.62
12	103.18
24	111.07
36	122.53
48	125.26
60	138.45
72	133.9
84	138.33
96	145.98
108	153.17
120	162.79
132	157.33
144	186.05
156	160.0
168	169.92
180	279.53
192	187.62


1	115610.5
2	57620.07
4	29523.66
8	15279.63
12	10387.69
24	6002.89
36	4571.19
48	3683.26
60	3382.91
72	2844.88
84	2592.45
96	2367.27
108	2218.56
120	2092.17
132	1928.0
144	1859.2
156	1777.38
168	1713.68
180	1733.13
192	1613.29


