192     376.214
180     341.005
168     353.704
156     321.945
144     314.520
132     234.894
120     281.800
108     397.526
96      457.898
84      246.440
72      509.482
60      546.863
48      382.653
36      481.669
24      418.945
12      267.897
4       113.528
2       61.250
1       29.600
