1	3.47869780745
2	7.37958969481
4	14.4273542637
8	26.4340470526
12	35.0952445944
24	43.357926913
36	41.4534023456
48	40.4790470333
60	36.6673083446
72	29.8668436554
84	34.2013509534
96	31.572023679
108	30.3145130731
120	28.1853342311
132	25.9682177868
144	24.8103045465
156	23.6470286852
168	25.0151132976
180	23.9538489178
192	32.3197500606


1	949.89
2	928.98
4	930.16
8	958.97
12	1014.23
24	1186.67
36	1310.99
48	1413.55
60	1506.31
72	1552.64
84	1556.59
96	1597.36
108	1665.16
120	1678.62
132	1684.02
144	1747.08
156	1738.4
168	1767.3
180	1708.81
192	1644.99


1	42.72
2	51.55
4	59.48
8	83.06
12	97.27
24	193.21
36	248.93
48	374.55
60	389.27
72	392.69
84	532.28
96	536.8
108	594.4
120	575.9
132	576.48
144	617.62
156	676.75
168	665.78
180	588.81
192	643.06


1	197750.59
2	92693.82
4	46926.99
8	25123.97
12	18608.86
24	14591.93
36	15173.69
48	15517.23
60	17030.15
72	21927.37
84	18161.79
96	19806.42
108	20611.99
120	22499.18
132	24862.25
144	26288.8
156	28524.57
168	25280.25
180	26644.06
192	19192.71


